id,name,shortName,abbreviation,teamType,location,website,parentLeague,establishedDate,disbandedDate,genus,domain
"69060","Nottingham Roller Girls B","","","B Team","","","8966","","","Womens","Europe"
"11446","NOVA Roller Derby","NOVA","NOVA","Travel Team","Sterling, VA","http://novarollerderby.com/","","2011-01-01","","Womens","USA"
"20925","Nuclear Bombshells","","","B Team","","","7865","","2013-01-01","Womens","USA"
"60061","Nuclear Free Roller Derby League","Nuclear Free","NFRDL","Travel Team","Red Deer, AB, Canada","http://www.nuclearfreerollerderby.ca/","","2014-02-01","","Womens","Canada"
"21047","Nukes of Hazzard","","","Home Team","","","8727","","2012-01-01","Womens","USA"
"13342","Nutcrackers","","","Home Team","","http://blog.bostonderbydames.com/teams/nutcrackers/","3402","","","Womens","USA"
"49568","NWO Junior Roller Derby","NWO Jr.","NWOJ","Travel Team","Chilliwack, BC","http://www.nwojuniorderby.com/","","2012-01-01","","Junior","Canada"
"48177","NWO Outsiders","","","Home Team","","","12982","2014-04-05","","Womens","Canada"
"12982","NWO Roller Girls","NWO","NWORG","Travel Team","Chilliwack, BC, Canada","http://www.nworollergirls.com/","","","","Womens","Canada"
"52865","NY Bad Apples","","","Exhibition Team","","http://badapplesnyc.com/about.html","","","","Womens","USA"
"85246","Nyads","","","B Team","","","46292","","","Womens","USA"
"63437","Nyon Roller Derby","Nyon","NRD","Travel Team","Nyon, Swizerland","https://www.facebook.com/nyonrollerderby?fref=ts","","","","Womens","Europe"
"12723","O-Town Derby Dames","O-Town","ODD","Travel Team","Ogden, UT","http://www.facebook.com/pages/O-Town-Derby-Dames/205594236134435","","","2012-01-01","Womens","USA"
"25407","Oakland County Roller Derby","Oakland County","OCRD","Travel Team","Waterford, MI","http://oaklandcountyrollerderby.com/","","2011-05-23","2015-09-04","Womens","USA"
"7597","Oakland Outlaws","","","Home Team","","http://www.bayareaderbygirls.com/teams/oakland-outlaws","3404","","","Womens","USA"
"3441","OC Roller Girls","Orange County","OCRG","Travel Team","Orange County, CA","http://www.ocrollergirls.com/","","","","Womens","USA"
"9089","Ocala Cannibals Roller Derby","Cannibals","OCRD","Travel Team","Ocala, FL","http://www.ocalacannibalderby.webs.com/","","2010-04-01","","Womens","USA"
"62360","Ocala Carnivores Junior Roller Derby","Ocala Carnivores","OCJR","Travel Team","Ocala, FL","https://www.facebook.com/ocalacarnivoresderby/info?tab=page_info","","","","Womens","USA"
"56115","Octava Vida Roller Derby","Octava Vida","CRD","Travel Team","Concepción, Bío-Bío, Chile","http://helldolls.jimdo.com/","","","2015-11-12","Womens",""
"18108","Odense Roller Girls","Odense","ORG","Travel Team","Odense, Denmark","https://www.facebook.com/OdenseRollerGirls","","","","Womens","Europe"
"38151","Of Fights and Men","","","Exhibition Team","","","","","","Coed","Europe"
"56574","Official Hot Sauce Committee - Funky Independent Skating Team","","","Exhibition Team","","","","2014-10-04","","Coed","Australia"
"42985","Ohio All-Stars","","","Exhibition Team","","","","","","Womens","USA"
"3393","Ohio Roller Derby","Ohio","OHRD","Travel Team","Columbus, OH","http://www.ohiorollergirls.com/","","","","Womens","USA"
"13100","Ohio Valley Roller Girls","Ohio Valley","OVRG","Travel Team","St. Clairsville, OH","http://www.ohiovalleyrollergirls.com/","","","","Womens","USA"
"8849","Oil City Derby Girls","Oil City","OCDG","Travel Team","Edmonton, AB, Canada","http://www.oilcityderbygirls.ca/","","2005-01-01","","Womens","Canada"
"30526","Oil City Derby Girls (Co-Ed)","Drill Bits","OCDG","Travel Team","Edmonton, AB, Canada","http://www.oilcityderbygirls.ca/","","","2014-05-11","Coed","Canada"
"18105","Oil City Rollers","Oil City (NO)","OCR","Travel Team","Stavanger, Norway","http://www.facebook.com/oilcityrollers","","","2015-05-14","Womens","Europe"
"63117","Oisans Roller Derby","Sc'Alpes Hell","ORD","Travel Team","Le Bourg-d'Oisans, France","https://www.facebook.com/pages/ScAlpes-Hell-Oisans-Roller-Derby/257967314327989?sk=info&tab=page_info","","2013-10-01","","Womens","Europe"
"9090","Okaloosa Rollers","Okaloosa","OKRD","Travel Team","Okaloosa, FL","http://www.okrollers.com/","","","2014-04-06","Womens","USA"
"9887","Okanagan Derby Dolls","Okanagan Dolls","OKDD","Travel Team","Okanagan, BC, Canada","","","","","Womens","Canada"
"9826","Okanagan Roller Derby","Okanagan","OKRD","Travel Team","Kelowna, BC, Canada","http://okrd.ca","","2010-01-01","","Womens","Canada"
"9827","Okanagan Shuswap Roller Derby Association","Raggedy Rollers","OSRDA","Travel Team","Okanagan, BC, Canada","http://www.osrda.org/","","2009-01-01","2015-05-14","Womens","Canada"
"19103","OKC Outlaws Roller Derby","OKC Outlaws","OKCO","Travel Team","Oklahoma City, OK","http://www.okcoutlawsrollerderby.com/","","2011-01-01","","Womens","USA"
"29319","OKCRD Blue","","","Exhibition Team","","","4294","","2010-11-11","Womens","USA"
"29202","OKCRD Grey","","","Exhibition Team","","","4294","","2011-09-18","Womens","USA"
"29318","OKCRD Orange","","","Exhibition Team","","","4294","","2010-11-11","Womens","USA"
"29201","OKCRD Pink","","","Exhibition Team","","","4294","","2011-09-18","Womens","USA"
"4294","Oklahoma City Roller Derby","Oklahoma City","OKCRD","Travel Team","Oklahoma City, OK","http://www.okcrd.com","","","","Womens","USA"
"26706","Oklahoma City Wolf Pack","OKC Wolf Pack","OKCWP","Travel Team","Oklahoma City, OK","https://www.facebook.com/OKCWolfPack/info","","2011-05-19","","Mens","USA"
"62782","Oklahoma Derby Regime","OK Derby Regime","OKDR","Travel Team","Tulsa, OK","https://baal09tdm.wordpress.com/","","2015-01-10","","Mens","USA"
"3450","Oklahoma Victory Dolls","Okla. Victory","OKVD","Travel Team","Oklahoma City, OK","http://oklahomavictorydolls.com/vd/","","","","Womens","USA"
"24875","Old Bay Bombers","","","Home Team","","","10178","","2012-01-01","Womens","USA"
"7247","Old Capitol City Roller Derby","Old Capitol City","OCCRD","Travel Team","Iowa City, IA","http://www.oldcapitolcityrollergirls.com/","","2008-10-01","","Womens","USA"
"19474","Old Money Honeys","","","Home Team","","","3415","","2014-10-12","Womens","USA"
"14679","Old Port Brigade","","","B Team","","","3443","","","Womens","USA"
"43918","Old Town Beat Down","","","B Team","","","15020","2014-01-01","","Womens","USA"
"22579","Oly Outlaws","","","Home Team","","","14800","","2013-01-01","Womens","USA"
"3446","Oly Rollers","Oly","OLY","Travel Team","Olympia, WA","http://www.olyrollers.com/","","","","Womens","USA"
"81049","Oly Warriors","Oly Warriors","OLYW","Travel Team","Olympia, WA","","","2016-05-01","","Mens","USA"
"46672","Omaha Junior Roller Derby","Omaha Jr.","OJRD","Travel Team","Omaha, NB","http://www.omaharollergirls.org/ojrg","","2011-08-12","2014-09-21","Junior","USA"
"3452","Omaha Rollergirls","Omaha","ORG","Travel Team","Omaha, NE","http://www.omaharollergirls.org/","","","","Womens","USA"
"11037","One Love Roller Dolls","Antwerp","OLRD","Travel Team","Antwerp, Belgium","http://www.oneloverollerdolls.be/","","","","Womens","Europe"
"27624","One World Roller Derby Inc.","One World","OWRD","Travel Team","Seattle, WA","http://oneworldrollerderby.com/","","2010-01-01","2014-09-01","Womens","USA"
"13407","Oneonta Roller Derby","Oneonta","ORD","Travel Team","Oneonta, NY","http://www.oneontarollerderby.com/","","","2016-02-01","Womens","USA"
"14610","Onslaught","","","B Team","","","11691","","","Womens","USA"
"13188","Onslow County Derby Dames","Onslow County","OCDD","Travel Team","Jacksonville, NC","http://www.ocderbydames.com/","","2011-01-01","2013-01-01","Womens","USA"
"37075","Ora Bandits","","","Home Team","","","25368","","2014-10-19","Womens","Australia"
"21632","Orange Alerts","","","Home Team","","","3441","","2012-01-01","Womens","USA"
"39029","Orange County Roller Girls (Junior)","Orange County Junior","OCJR","Travel Team","Huntington Beach, CA","http://ocrollergirls.com/team-pages/juniors/","","","2014-11-16","Junior","USA"
"11297","Orange Crush","","","B Team","","","3457","","","Womens","USA"
"28285","Orange Crush","","","B Team","","","4291","2009-01-01","","Womens","USA"
"48016","Orange Crushers","","","Home Team","","","3431","","","Womens","USA"
"77899","Orange Crushers","","","B Team","","","39993","","","Junior","Canada"
"32377","Orangeville Roller Girls","ORG All-Stars","ORG","Travel Team","Orangeville, ON, Canada","http://www.orangevillerollergirls.com/","","2011-08-01","","Womens","Canada"
"19116","Orcet Roller Derby","Orcet (Womens)","ORD","Travel Team","Orcet, France","http://www.orcetrollerderby.fr/","","","","Womens","Europe"
"48416","Orcet Roller Derby (Team B)","","","B Team","","","19116","","","Womens","Europe"
"28366","Orcet Roller Derby Wolfgang","Orcet (Mens)","ORM","Travel Team","Orcet, France","http://www.orcetrollerderby.fr/","","2013-01-01","","Mens","Europe"
"76763","Örebro Roller Derby","Örebro","ORD","Travel Team","Örebro, Sweden","https://www.facebook.com/orebrorollerderby/info/?tab=page_info","","2013-01-01","","Womens","Europe"
"59914","Organic Panic","","","Home Team","","","3638","2015-01-01","","Womens","USA"
"34054","Orlando Area Derby Revolution","Orlando Area","OADR","Travel Team","Orlando, FL","http://orlderbyrevolution.com/","","2012-11-05","2014-06-27","Womens","USA"
"27179","Orlando Psycho City Derby Girls","Psycho City","OPCDG","Travel Team","Orlando, FL","http://www.orlandoderbygirls.com/","","2009-01-01","","Womens","USA"
"85080","Orlando Roller Derby B","","","B Team","","","27179","","","Womens","USA"
"19115","Orléans Roller Derby","Orléans","ORD","Travel Team","Orléans, France","http://www.facebook.com/Orleansrollerderby","","","","Womens","Europe"
"70577","Orleans Roller Derby Team B","","","B Team","","","19115","","","Womens","Europe"
"7612","Oskaloosa Mayhem Girls","Mayhem Girls","OMG","Travel Team","Oskaloosa, IA","http://www.facebook.com/pages/Oskaloosa-Mayhem-Girls-Roller-Derby/174118145958689","","","2013-01-01","Womens","USA"
"52254","Oskalooska Roller Derby","Oskalooska Cats","ORD","Travel Team","Oskalooska, IA","https://www.facebook.com/oskyderbygirls","","","2015-05-14","Junior","USA"
"15757","Oslo Roller Derby","Oslo","ORD","Travel Team","Oslo, Norway","http://oslorollerderby.no/","","","","Womens","Europe"
"48956","Oslo Tiger City Beasts","","","B Team","","","15757","2014-01-01","","Womens","Europe"
"18777","Otautahi Roller Derby League","Otautahi","ORDL","Travel Team","Christchurch, New Zealand","http://otautahirollers.co.nz/newsite/","","","","Womens","New Zealand"
"9828","Ottawa Roller Derby","Ottawa","ORD","Travel Team","Ottawa, ON, Canada","http://ottawarollerderby.com","","2009-05-02","2012-01-01","Womens","Canada"
"31433","Otway Derby Dolls","Otway","ODD","Travel Team","Otway Ranges, VIC, Australia","https://www.facebook.com/groups/383183948408670/members/","","2012-07-01","","Womens","Australia"
"19481","Oulu Roller Derby","Oulu","ORD","Travel Team","Oulu, Finland","http://www.facebook.com/pages/Oulu-Roller-Derby/244754528910135","","2011-10-06","","Womens","Europe"
"58511","Oulun Rössyt","","","B Team","","","19481","","2016-02-01","Womens","Europe"
"9901","Our Ladies of Pain","","","Home Team","","","9839","2011-01-01","","Womens","Canada"
"55070","Our Ladies of SaintAnne","","","Home Team","","","29055","","2015-06-09","Womens","USA"
"38410","Outcast Derby","Outcast","OCD","Travel Team","Bateau Bay, NSW, Australia","https://www.facebook.com/OutcastDerby/info","","2013-04-22","","Womens","Australia"
"62502","Outlaws Roller Derby","Outlaws Roller Derby","ORD","Travel Team","Roseville, CA","http://www.outlawsrollerderby.com/","","","","Womens","USA"
"59091","Outrage","","","B Team","","","11691","2015-01-01","","Womens","USA"
"51430","Outrageous Pussy Power","","","Exhibition Team","","","","","","Womens","USA"
"55419","Ovejas Negras Roller Derby","Ovejas Negras","ONRD","Travel Team","Buenos Aires, Buenos Aires, Argentina","http://www.ovejasnegrasrd.com.ar/","","2013-02-28","","Womens",""
"48914","Overbeaters Anonymous","","","Exhibition Team","","","","","","Womens","USA"
"87427","Oxford Men's Roller Derby","Oxford Men's","OMRD","Travel Team","","","","","","Mens","Europe"
"8967","Oxford Roller Derby","Oxford","ORD","Travel Team","Oxford, UK","http://www.oxfordrollerderby.co.uk/","","","","Womens","Europe"
"67601","Oxford Roller Derby B Team","","","B Team","","","8967","2015-07-01","","Womens","Europe"
"8968","Oxford Wheels of Gory Roller Derby","Wheels of Gory","OWOG","Travel Team","Oxford, UK","http://www.facebook.com/OWGRG","","","","Womens","Europe"
"11187","Ozarks Derby Brigade","Ozarks Derby","ODB","Travel Team","Springfield, MO","http://www.ozarksderbybrigade.com/","","2010-01-01","2012-04-01","Mens","USA"
"40356","Pacific Coast Recycled Rollers","Recycled Rollers","PCRR","Travel Team","Templeton, CA","https://www.facebook.com/PacificCoastRecycledRollers/info","","2013-10-08","","Womens","USA"
"3468","Pacific Roller Derby","Pacific","HPRD","Travel Team","Honolulu, HI","http://www.pacificrollerderby.com/","","","","Womens","USA"
"47485","Pack Beaters","","","B Team","","","8982","","2015-05-06","Womens","Europe"
"68902","Pack Beaters","","","B Team","","","8982","2015-09-01","","Womens","Europe"
"11708","Pain Clinic","","","B Team","","","11707","","2014-10-19","Womens","Australia"
"12264","Pain Conductors","","","Home Team","","","10096","","2012-01-01","Womens","USA"
"21208","Pain Grenades","","","B Team","","","21207","","2013-01-01","Womens","USA"
"15851","Pair O' Dice City Rollers","Pair O' Dice","PODRD","Travel Team","Springfield, MA","http://www.pairodicecityrollerderby.com/","","2011-01-01","","Womens","USA"
"9091","Palm Beach Rollergirls","Palm Beach","PBRD","Travel Team","Palm Beach, FL","http://palmbeachrollergirls.com/","","2010-01-01","2011-08-01","Womens","USA"
"18427","Palm Coast Roller Derby","Palm Coast","PCRD","Travel Team","Palm Coast, FL","http://palmcoastrollerderby.com/","","2011-01-01","","Womens","USA"
"9012","Palmetto State Rollergirls","Palmetto State","PSR","Travel Team","Myrtle Beach, SC","http://palmettostaterollergirls.com/wp/","","2006-07-01","","Womens","USA"
"75214","Palouse River Rampage","","","B Team","","","56292","2016-02-01","","Womens","USA"
"56292","Palouse River Rollers","Palouse","PRR","Travel Team","Pullman, WA","http://www.palouseriverrollers.com/","","2014-01-01","","Womens","USA"
"18089","Panam Squad","Panam","Panam","Travel Team","Paris, France","http://panamsquad.com/","","","","Mens","Europe"
"59739","Panam Squad ABBA","","","Exhibition Team","","","18089","2015-01-01","","Mens","Europe"
"8919","Panama City Roller Derby","Panama City","PCRD","Travel Team","Panama City, FL","http://www.panamacityrollerderby.com/","","2006-01-01","2013-01-01","Womens","USA"
"83665","Pancet Warriors","","","Exhibition Team","","","","","","Mens","Europe"
"24365","Pandora's Pinups","","","Home Team","","","24364","","2010-12-31","Womens","USA"
"56117","Pandoras Roller Derby","Pandoras","PRD","Travel Team","La Serena, Coquimbo, Chile","https://www.facebook.com/PADORASS.ROLLER.DERBY/about","","","","Womens",""
"61399","Panthers Miaou","","","B Team","","","49761","2015-03-01","","Womens","Europe"
"56186","Panthros Roller Derby Masculino","Panthros","PRDM","Travel Team","Pereira, Risaralda, Colombia","https://www.facebook.com/PanthrosRDM/info","","2013-09-22","","Mens",""
"8054","Panty Raiders","","","Home Team","","http://www.cherrycityderbygirls.com/team_panty_raiders.shtml","8052","","","Womens","USA"
"9593","Paper Dolls","","","Home Team","","http://www.foxcityzfoxz.com/paperdolls.html","3640","","2015-01-01","Womens","USA"
"3630","Paper Valley Roller Girls","Paper Valley","PVRG","Travel Team","Appleton, WI","http://www.papervalleyrollergirls.com/","","","2015-09-10","Womens","USA"
"34098","Paradise City Roller Derby","Paradise City","PCRD","Travel Team","Gold Coast, QLD, Australia","https://www.facebook.com/paradisecityrollerderby","","2013-01-01","","Womens","Australia"
"7761","Paradise Roller Girls","Paradise Roller Girls","PRG","Travel Team","Hilo, HI","http://www.paradiserollergirls.com/","","","","Womens","USA"
"55423","Parias Roller Derby","Parias","PRD","Travel Team","La Plata, Buenos Aires, Argentina","http://www.facebook.com/parias.rollerderby","","2013-01-01","","Womens",""
"48115","Paris Hockey Club","Les Gueuses A","PHC","Travel Team","Paris, France","https://www.facebook.com/pages/Les-Gueuses-de-Pigalle/119934614845676?f","","2012-01-01","","Womens","Europe"
"8058","Paris Rollergirls","Paris","PRG","Travel Team","Paris, Ile-de-France, France","http://www.parisrollergirls.com/","","","","Womens","Europe"
"9909","Parole Models","","","Home Team","","","9842","","2015-05-14","Womens","Canada"
"7382","Party Crashers","","","B Team","","","7511","","","Womens","USA"
"12254","Paso Aggressive","","","Home Team","","http://www.centralcoastrollerderby.com/team.php?id=3","3463","","2015-12-09","Womens","USA"
"58302","PATCHWORK","","","Exhibition Team","","","","","","Womens",""
"58599","Peach State Roller Derby","Peach State","PSRD","Travel Team","Marietta, GA","http://peachstaterollerderby.com/","","","","Womens","USA"
"56241","Pearl Jammers","","","Home Team","","","12502","2014-05-17","","Womens","USA"
"49465","Pearl River Junior Derby","Monstars","PRJR","Travel Team","Pearl River, LA","","","","2014-04-20","Junior","USA"
"8662","Pearl River Roller Derby","Pearl River","PRRD","Travel Team","Slidell, LA","http://www.pearlriverrollerderby.com/","","2009-01-01","2013-12-31","Womens","USA"
"14688","Ped Maulers","","","B Team","","","7247","2012-05-01","","Womens","USA"
"77923","Peninsula Junior Derby","Rollerquakes","PRGJr","Travel Team","Redwood City, CA","","","","","Junior","USA"
"24211","Peninsula Roller Girls","Peninsula","PRG","Travel Team","Redwood City, CA","http://peninsularollergirls.org/about-prg/","","2010-12-01","","Womens","USA"
"32465","Penn Jersey Roller Derby (Women's)","Penn Jersey","PJRD","Travel Team","Philadelphia, PA","http://www.pennjerseyrollerderby.com/","","2005-01-01","","Womens","USA"
"27081","Pennsyltucky Punishers","","","Home Team","","","13397","","","Womens","USA"
"27355","Pennsylvania All-Stars Roller Derby","PA All Stars","PASD","Travel Team","Pennsylvania","","","","","Womens","USA"
"30143","Pennsylvania Underground Roller Rebellion","Pennsylvania Underground","PURR","Travel Team","Hermitage, PA","http://www.purrderby.com/","","2012-05-16","2014-11-16","Womens","USA"
"39030","Pennsylvillains Junior Roller Derby","Pennsylvillains Junior","PVJR","Travel Team","Downington, PA","https://www.facebook.com/pennjrderby","","2013-01-15","","Junior","USA"
"7819","Pensacola Roller Gurlz","Pensacola","PRG","Travel Team","Pensacola, FL","http://www.pensacolarollergurlz.com/","","2010-09-01","","Womens","USA"
"58093","Pensacola Roller Gurlz B Team","","","B Team","","","7819","","2015-04-01","Womens","USA"
"15538","Peoria Push Derby Dames","Peoria Push","PPDD","Travel Team","Peoria, IL","http://peoriarollerderby.org","","2010-03-01","","Womens","USA"
"58217","Pepper","","","Exhibition Team","","","3466","2011-10-01","","Coed","USA"
"87446","Pergamino Roller Derby","Motherfuckers","PRD","Travel Team","Pergamino, Buenos Aires, Argentina","https://www.facebook.com/RollerDerbyPergamino/","","","","Womens",""
"52572","Perpignan Roller Derby","Perpignan","PRD","Travel Team","Perpignan, France","http://www.coccyxlexis.fr/","","2012-12-07","","Womens","Europe"
"8113","Personal Space Invaders","","","Home Team","","","8109","","","Womens","USA"
"63141","Perth Junior Roller Derby","Perth Junior","PJRD","Travel Team","Perth, Western Australia, Australia","https://www.facebook.com/PerthJuniorRollerDerby","","2013-01-01","","Junior","Australia"
"40112","Perth Men's Derby","Perth Men's","PMD","Travel Team","Perth, WA, Australia","https://www.facebook.com/PerthMensDerby/info","","2012-09-12","","Mens","Australia"
"21378","Perth Roller Derby","Perth","PRD","Travel Team","Perth, WA, Australia","http://www.perthrollerderby.com.au/","","2008-01-01","","Womens","Australia"
"33511","Peterborough Area Roller Derby","PARDy","PARDy","Travel Team","Peterborough, ON, Canada","http://area705rollerderby.com/","","2012-01-01","","Womens","Canada"
"9829","Peterborough Roller Derby","Peterborough","PRD","Travel Team","Peterborough, ON, Canada","http://peterboroughrollerderby.ca","","2011-01-01","2015-08-01","Womens","Canada"
"61079","Petersburg Ragnarök Rollers","Petersburg Ragnarök Rollers","PRR","Travel Team","Petersburg, AK","https://ragnarokrollers.wordpress.com/","","","","Womens","USA"
"23430","PhDemons","","","Home Team","","","23428","","2013-11-11","Womens","Australia"
"44812","Philadelphia Hooligans","Philly Hooligans","PJH","Travel Team","Philadelphia, PA","https://www.facebook.com/HooligansRollerDerby/info","","2007-01-01","","Mens","USA"
"68298","Philly Junior Roller Derby","Philly Junior","PJRD","Travel Team","Philadelphia, PA","","","2015-08-01","","Junior","USA"
"3394","Philly Roller Derby","Philly","PRD","Travel Team","Philadelphia, PA","http://www.phillyrollergirls.com/","","","","Womens","USA"
"4659","Philthy Britches","","","Home Team","","","3394","","2013-01-01","Womens","USA"
"45768","Phoenix Derby Brats","Phoenix Jr.","PDB","Travel Team","Phoenix, AZ","http://www.phxderbybrats.com/","","2010-05-09","","Junior","USA"
"83299","Phoenix Rising","","","B Team","","","3399","2016-07-01","","Womens","USA"
"63316","Pick-Up Artists","","","Exhibition Team","","","","","","Womens","USA"
"47899","Piedmont Riot Roller Derby","Piedmont Riot","PRD","Travel Team","Gaston County, NC","https://www.facebook.com/piedmontriot/?fref=ts","","2013-06-21","","Womens","USA"
"12695","Pigeons","","","Exhibition Team","","","3415","","","Womens","USA"
"3401","Pikes Peak Derby Dames","Pikes Peak","PPDD","Travel Team","Colorado Springs, CO","http://www.pikespeakderbydames.com/","","","","Womens","USA"
"64259","Pikes Peak Mixed Team","","","Exhibition Team","","","3401","","","Womens","USA"
"9830","Pile O' Bones Derby Club","Sugar Skulls","PBDC","Travel Team","Regina, SK, Canada","http://pileobonesderbyclub.com","","2009-01-01","","Womens","Canada"
"51635","Pile O' Bones Derby Club Jr.","Pile O' Bones Jr.","PBJR","Travel Team","Regina, SK, Canada","http://pileobonesderbyclub.com/junior_derby","","","","Junior","Canada"
"31388","Pin-Up Prowlers","","","Home Team","","","13098","","2014-07-20","Womens","USA"
"39977","Pinellas County Junior Derby","Pinellas Cty Jr","PCJD","Travel Team","Pinellas County, FL","","","","2015-05-06","Junior","USA"
"56194","Pink Flamingos Male Roller Derby","Pink Flamingos","PFRD","Travel Team","Buenos Aires, Buenos Aires, Argentina","https://www.facebook.com/PinkFlamingosMRD/info","","2013-08-20","","Mens",""
"44907","Pink Fluffy Unicorns","","","Exhibition Team","","","","","","Womens","Europe"
"19171","Pink Peril Rollerderby","Pink Peril","PPR","Travel Team","Heerlen, Netherlands","http://www.pinkperil.nl","","","","Womens","Europe"
"9340","Pink Pistols","","","Home Team","","http://www.jetcityrollergirls.com/roster.aspx?ID=4&SecID=118","3467","","2015-06-09","Womens","USA"
"56102","Pink Sucks Roller Derby","Pink Sucks","PSRD","Travel Team","Bucaramanga, Santander, Colombia","https://www.facebook.com/RollerDerbybucaramanga/info","","2012-04-01","2015-09-01","Womens",""
"55443","Piratas Roller Derby","Piratas","PRD","Travel Team","Ushuaia, Tierra del Fuego, Argentina","https://www.facebook.com/ushuaia.rollerderby/about","","","","Womens",""
"8125","Pirate City Rollers","Pirate City","PCR","Travel Team","Auckland, New Zealand","http://piratecityrollers.com/","","","","Womens","New Zealand"
"36637","Piritorin Ässät","","","B Team","","","11056","","","Womens","Europe"
"24730","Pistol Packin' Pin Ups","","","Home Team","","","24091","","2013-01-01","Womens","USA"
"24807","Pistol Whips","","","Home Team","","","3423","","2012-01-01","Womens","USA"
"12230","Pistol Whip~Hers","","","B Team","","http://www.elpasorollerderby.com/PistolWhipHers.html","8138","","2014-03-23","Womens","USA"
"8810","Pistolwhippers","","","Home Team","","http://detroitderbygirls.com/pistolwhippers/index.html","3392","","","Womens","USA"
"82341","Pit Crew","","","B Team","","","8052","2016-05-01","","Womens","USA"
"39031","Pittsburgh Derby Brats","Pittsburgh Junior","PDB","Travel Team","Pittsburgh, PA","http://pittsburghderbybrats.com/","","2012-11-12","","Junior","USA"
"69076","Pittsburgh East Roller Villains (Men's)","Pittsburgh East (M)","PERV(M)","Travel Team","Murrysville, PA","http://www.rollervillains.com/","","","","Mens","USA"
"57821","Pittsburgh East Roller Villains (Women's)","Pittsburgh East (W)","PERV(W)","Travel Team","Murrysville, PA","http://www.rollervillains.com/","","2013-08-27","","Womens","USA"
"46725","Plan B","","","B Team","","","13397","2014-01-01","","Womens","USA"
"59166","Plan B","","","B Team","","","29732","2015-01-01","","Womens","Europe"
"30523","PLAP City Rollers","PLAP City","PLAP","Travel Team","Portage la Prairie, MB, Canada","http://www.plapcityrollers.com/","","2012-03-08","","Womens","Canada"
"24304","Platte Valley Roller Vixens","Platte Valley","PVRV","Travel Team","Kearney, NE","http://www.rollervixens.com/","","2011-07-01","","Womens","USA"
"13408","Plattsburgh Roller Derby","Lumber Jills","PRD","Travel Team","Plattsburgh, NY","http://plattsburghrollerderby.com/","","2010-04-01","","Womens","USA"
"8970","Plymouth City Roller Derby","Plymouth","PCRD","Travel Team","Plymouth, UK","http://www.plymouthcityrollergirls.co.uk/","","","","Womens","Europe"
"30394","Plymouth Men's Roller Derby","Plymouth Men's","PMRD","Travel Team","Plymouth, UK","http://www.facebook.com/PlymouthMensRollerDerby","","","","Mens","Europe"
"41252","PMD Co-Stars","","","Exhibition Team","","","40112","","","Coed","Australia"
"49425","Pocket Ninjas","","","Home Team","","","40534","","","Junior","Europe"
"8989","Pocono High Rollers","Pocono","PHR","Travel Team","Stroudsburg, PA","http://www.myspace.com/poconohighrollers","","","2009-01-01","Womens","USA"
"66560","Poison Apples Roller Derby","Poison Apples","PARD","Travel Team","Huntington, WV","http://www.roll-a-rama.com/Roller-Derby.html","","","","Womens","USA"
"18763","Poison Ivies","","","B Team","","","15858","","2014-09-14","Womens","New Zealand"
"16725","Poison IVs","","","B Team","","","3455","","2015-05-14","Womens","USA"
"21983","Polka Bots","","","Home Team","","","15538","","2013-01-01","Womens","USA"
"20666","Ponty Pirate Derby Dames","Ponty","PPDD","Travel Team","Pontypridd, UK","http://www.facebook.com/ponty.pirates","","","","Womens","Europe"
"76767","Pori Rolling Brigade","Pori","PRB","Travel Team","Pori, Finland","http://www.rollingbrigade.net/","","","","Womens","Europe"
"9915","Port Arthur","","","Home Team","","","9851","","2012-01-01","Womens","Canada"
"55843","Port City Regulators","Port City Regulators","PCR","Travel Team","Stockton, CA","","","2014-08-01","","Coed","USA"
"8727","Port City Roller Derby","Port City","PCRD","Travel Team","Oswego, NY","http://ozrollergirls.com/","","2010-01-01","","Womens","USA"
"49431","Port City Roller Derby Juniors","Port City Jr.","PCJR","Travel Team","Oswego, NY","http://www.ozrollergirls.org/","","2012-01-01","2015-05-06","Junior","USA"
"8917","Port City Roller Girls","Port City","PCRG","Travel Team","Stockton, CA","http://www.portcityrollergirls.com/","","2007-01-01","2015-11-11","Womens","USA"
"21048","Port City Sirens","","","Home Team","","","8727","","2015-09-01","Womens","USA"
"37742","Port Macquarie Roller Derby","Port Macquarie","PMRDL","Travel Team","Port Macquarie, NSW, Australia","http://pmrdl.webs.com/","","2011-01-01","","Womens","Australia"
"12491","Port Scandalous","","","B Team","","http://www.portscandalous.com/black-eyed-bs.html","12490","","2013-01-01","Womens","USA"
"12490","Port Scandalous Roller Derby","Port Scandalous","PSRD","Travel Team","Port Angeles, WA","http://www.portscandalous.com/","","2010-05-01","","Womens","USA"
"46685","Port Scandalous Roller Punks","Port Scandalous Jr.","PSJR","Travel Team","","","","","2014-07-07","Junior","USA"
"37759","Port T'Orchard Roller Derby","T'Orchard","PTRD","Travel Team","Port Orchard, WA","","","","2014-10-26","Womens","USA"
"15825","Porterhouse Dollz","","","Home Team","","http://www.slaughterhousederbygirls.com/teams/phd","3469","","","Womens","USA"
"39032","Portland Rose Petals","Portland Junior","PRP","Travel Team","Portland, OR","http://www.portlandrosepetals.com/","","2012-09-09","","Junior","USA"
"8104","Portneuf Valley Bruisers","Portneuf","PVB","Travel Team","Pocatello, ID","http://portneufvalleybruisers.org/","","2011-01-01","","Womens","USA"
"58779","Portneuf Valley Bruisers B Team","","","B Team","","","8104","2014-12-01","","Womens","USA"
